RecordNo,endtime,qweek,gender,region,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,age,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
2678,25/05/2020 13:34,week 3,Male,Kant?,2,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Sometimes,Frequently, ,Always,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,Always,5,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.223801879,57,3,0,Full time employment,8,Several days,Several days,Several days,Several days
2679,25/05/2020 13:34,week 3,Male,Ch?bu,6,20,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Not at all,Always,Rarely,Rarely,Always,Sometimes,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Rarely,2,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.703458053,40,7,3,Full time employment,9,Several days,Not at all,Several days,Not at all
2680,25/05/2020 13:34,week 3,Female,Kant?,2,30,1, , , ,Yes,Not sure,Very willing,Always,Frequently,Not at all,Always,Not at all,Frequently,Always,Frequently, , ,Always,Always,Always,Always,Frequently,Sometimes,Not at all,Not at all,Rarely,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.66201857,71,3,0,Unemployed,6,Several days,Several days,Several days,Several days
2681,25/05/2020 13:34,week 3,Female,Kansai,3,3,1, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Not at all,Always,Always,Frequently,Always,Frequently,Always,Sometimes,Always,Frequently,Frequently,Always,Always,Sometimes,Always,Always,Always,Frequently,3,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.907377002,47,5,3,Full time employment,6,Several days,Several days,Several days,Several days
2682,25/05/2020 13:35,week 3,Female,Hokkaid?,4,0,1, , , ,Not sure,Somewhat difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Sometimes,Frequently,Frequently,Frequently,Sometimes,Always,Always,Rarely,Frequently,Always,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.907377002,54,4,0,Full time employment,9,Prefer not to say,Prefer not to say,More than half the days,More than half the days
2683,25/05/2020 13:35,week 3,Male,Kansai,2,5,1, , , ,No,Neither easy nor difficult,Somewhat unwilling,Sometimes,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Frequently,Rarely,Sometimes,Sometimes,Frequently,Not at all,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they have not received their results from the test yet",No,No,No,No,No,Yes, ,0.703458053,41,3,1,Full time employment,7,Several days,More than half the days,Several days,Several days
2684,25/05/2020 13:35,week 3,Female,Kant?,1,1,1, , , ,No,Somewhat difficult,Somewhat willing,Frequently,Always,Not at all,Always,Rarely,Frequently,Rarely,Always,Rarely, ,Frequently,Always,Always,Always,Always,Sometimes,Not at all,Sometimes,Rarely,Rarely,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.907377002,45,2,0,Full time employment,8,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
2685,25/05/2020 13:35,week 3,Male,Kansai,3,0,1, , , ,No,Somewhat easy,Somewhat willing,Sometimes,Always,Not at all,Always,Sometimes,Rarely,Frequently,Not at all,Not at all,Sometimes,Sometimes,Frequently,Frequently,Frequently,Always,Sometimes,Rarely,Sometimes,Sometimes,Frequently,3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.223801879,59,4,1,Full time employment,7,Several days,Several days,Several days,Several days
2686,25/05/2020 13:35,week 3,Female,Kant?,2,5,2, , , ,Not sure,Somewhat easy,Somewhat willing,Sometimes,Always,Always,Always,Frequently,Sometimes,Sometimes,Sometimes,Not at all, ,Frequently,Frequently,Always,Always,Frequently,Sometimes,Always,Frequently,Sometimes,Sometimes,2,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.955350999,42,1,0,Full time employment,3,More than half the days,More than half the days,More than half the days,More than half the days
2687,25/05/2020 13:35,week 3,Female,T?hoku,3,20,2, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Sometimes,Rarely,Always,Always,Frequently,Always,Always,Sometimes, ,Frequently,Sometimes,Frequently,Always,Always,Sometimes,Not at all,Not at all,Rarely,Sometimes,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.907377002,54,3,0,Full time employment,8,Not at all,Not at all,Several days,Not at all
2688,25/05/2020 13:35,week 3,Female,Kant?,0,0,0, , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No, , , , , , , , , ,1.66201857,66,Prefer not to say,Prefer not to say,Not working,6,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
2689,25/05/2020 13:35,week 3,Female,Kansai,3,100,1, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Not at all,Always,Always,Frequently,Frequently,Always,Sometimes, ,Frequently,Frequently,Always,Always,Always,Sometimes,Always,Always,Sometimes,Always,3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.907377002,52,4,0,Full time employment,8,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
2690,25/05/2020 13:35,week 3,Male,Kant?,1,5,0, , , ,Yes,Very difficult,Somewhat willing,Always,Always,Rarely,Sometimes,Always,Always,Always,Frequently, , ,Always,Always,Always,Always,Always,Always,Not at all,Always,Not at all,Frequently,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.223801879,66,2,0,Unemployed,8,Several days,Several days,Several days,Several days
2691,25/05/2020 13:36,week 3,Female,Kant?,1,2,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,1, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.955350999,44,3,1,Unemployed,6,Several days,Several days,Several days,Several days
2692,25/05/2020 13:36,week 3,Female,Hokkaid?,2,10,1,Yes,Frequently,No,Yes,Very easy,Very willing,Always,Always,Sometimes,Always,Always,Frequently,Always,Always,Sometimes, ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Sometimes,Always,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,Yes,No,No,No,No,No,0.901745527,32,3,0,Part time employment,3,Several days,Several days,More than half the days,Several days
2693,25/05/2020 13:36,week 3,Male,Kant?,0,5,1, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Not at all,Always,Always,Sometimes,Always,Always,Frequently,Not at all,Always,Sometimes,Always,Always,Always,Always,Not at all,Not at all,Not at all,Always,2,No,No,No,No,No,No,No,No,No,No,Yes,No,No,??,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.668133137,47,1,2,Full time employment,4,Several days,Several days,Several days,Several days
2694,25/05/2020 13:36,week 3,Male,Kansai,1,10,0, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Sometimes,Always,Always,Frequently,Frequently,Frequently,Frequently, ,Rarely,Not at all,Sometimes,Always,Frequently,Sometimes,Not at all,Rarely,Rarely,Sometimes,5,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.223801879,60,2,0,Full time employment,7,Several days,Several days,Several days,Several days
2695,25/05/2020 13:36,week 3,Male,Kant?,2,2,1, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Sometimes,Not at all,Always,Always,Always,Rarely,Frequently, , ,Always,Always,Always,Always,Always,Always,Not at all,Always,Rarely,Not at all,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.223801879,56,3,0,Not working,7,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
2696,25/05/2020 13:36,week 3,Male,Kant?,0,50,1, , , ,Not sure,Very difficult,Very unwilling,Always,Always,Not at all,Always,Always,Not at all,Always,Always,Frequently, ,Not at all,Not at all,Not at all,Not at all,Always,Frequently,Not at all,Not at all,Rarely,Frequently,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.668133137,50,1,0,Full time employment,7,Several days,Several days,Several days,Several days
2697,25/05/2020 13:36,week 3,Male,Ch?bu,3,50,1, , , ,Yes,Neither easy nor difficult,Very willing,Frequently,Frequently,Sometimes,Always,Always,Frequently,Always,Rarely,Sometimes,Rarely,Sometimes,Frequently,Always,Frequently,Always,Always,Not at all,Rarely,Rarely,Rarely,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.668133137,53,4,2,Full time employment,6,Several days,Prefer not to say,Prefer not to say,Prefer not to say
2698,25/05/2020 13:36,week 3,Female,Ch?bu,0,10,2, , , ,Not sure,Somewhat difficult,Somewhat unwilling,Always,Rarely,Frequently,Always,Always,Frequently,Not at all,Always,Rarely, ,Not at all,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Rarely,Always,3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.955350999,44,1,0,Full time employment,4,Several days,Nearly every day,Nearly every day,More than half the days
2699,25/05/2020 13:36,week 3,Male,T?hoku,2,5,2, , , ,Not sure,Very difficult,Somewhat willing,Frequently,Frequently,Not at all,Rarely,Not at all,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Not at all,Sometimes,Not at all,Rarely,2,No,No,No,No,No,No,No,No,No,No,Yes,No,No,??,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.703458053,36,3,1,Full time employment,7,Several days,Several days,Several days,Several days
2700,25/05/2020 13:36,week 3,Male,Kant?,2,0,1, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Always,Sometimes,Rarely,Rarely, , ,Rarely,Always,Always,Always,Always,Sometimes,Always,Not at all,Rarely,Rarely,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.223801879,71,3,0,Retired,8,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
2701,25/05/2020 13:36,week 3,Male,Ky?sh?,3,10,1, , , ,Yes,Neither easy nor difficult,Very willing,Frequently,Frequently,Sometimes,Always,Always,Sometimes,Always,Always,Not at all,Not at all,Always,Always,Always,Always,Sometimes,Sometimes,Not at all,Not at all,Rarely,Rarely,4,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.668133137,48,4,2,Full time employment,5,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
2702,25/05/2020 13:36,week 3,Female,Kant?,0,0,0, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Not at all,Always,Always,Always,Always,Always, , ,Sometimes,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Not at all,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.955350999,43,1,0,Not working,7,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
2703,25/05/2020 13:36,week 3,Male,Hokkaid?,1,0,0, , , ,Yes,Very easy,Somewhat willing,Always,Always,Always,Sometimes,Not at all,Frequently,Rarely,Sometimes,Frequently, ,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Always,Sometimes,2,No,No,No,No,No,No,No,No,No,No,Yes,No,No,???????????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.223801879,63,2,0,Full time employment,7,Several days,Several days,Several days,Several days
2704,25/05/2020 13:36,week 3,Male,Kant?,1,10,0, , , ,Yes,Somewhat difficult,Very willing,Always,Always,Sometimes,Always,Always,Frequently,Always,Always,Frequently, ,Sometimes,Frequently,Frequently,Always,Always,Frequently,Rarely,Frequently,Frequently,Frequently,20,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.663986486,31,1,0,Full time employment,5,Several days,Several days,Several days,Several days
2705,25/05/2020 13:37,week 3,Female,Kansai,1,50,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Not at all,Always,Rarely,Sometimes,Sometimes,Sometimes,Sometimes, ,Frequently,Not at all,Sometimes,Always,Frequently,Sometimes,Not at all,Rarely,Sometimes,Frequently,4,No,No,No,No,No,No,No,No,No,No,Yes,No,No,???,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.907377002,48,2,0,Full time employment,5,Several days,Several days,Several days,Several days
2706,25/05/2020 13:37,week 3,Female,Ch?bu,0,3,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Rarely,Frequently,Rarely, ,Frequently,Frequently,Always,Always,Always,Sometimes,Not at all,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.66201857,59,1,0,Full time employment,5,Several days,Several days,Several days,Several days
2707,25/05/2020 13:37,week 3,Male,Kansai,1,0,3, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always, , ,Always,Frequently,Always,Always,Frequently,Sometimes,Frequently,Not at all,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.223801879,68,2,0,Retired,7,Not at all,Not at all,Not at all,Not at all
2708,25/05/2020 13:37,week 3,Male,Ch?bu,3,0,3, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Not at all,Always,Not at all,Not at all,Rarely,Sometimes,Not at all, ,Frequently,Rarely,Rarely,Rarely,Always,Not at all,Not at all,Rarely,Not at all,Sometimes,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.223801879,59,4,0,Full time employment,6,More than half the days,Prefer not to say,Prefer not to say,Prefer not to say
2709,25/05/2020 13:37,week 3,Female,Kansai,2,5,1, , , ,Yes,Somewhat difficult,Somewhat unwilling,Always,Always,Rarely,Always,Sometimes,Always,Always,Always, , ,Always,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Rarely,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.907377002,47,3,0,Not working,5,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
2710,25/05/2020 13:38,week 3,Female,Kant?,2,0,1, , , ,Yes,Very difficult,Somewhat willing,Always,Always,Not at all,Always,Always,Frequently,Frequently,Always,Frequently,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Not at all,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.955350999,40,3,1,Full time employment,9,More than half the days,Several days,Several days,Several days
2711,25/05/2020 13:38,week 3,Female,Kant?,2,70,0, , , ,No,Very difficult,Very willing,Always,Always,Frequently,Always,Always,Frequently,Sometimes,Rarely, , ,Sometimes,Rarely,Always,Always,Frequently,Sometimes,Not at all,Not at all,Sometimes,Always,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.66201857,74,3,0,Not working,8,Several days,Several days,Several days,Several days
2712,25/05/2020 13:38,week 3,Male,Ch?goku,4,30,1, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Always,Frequently,Frequently,Rarely,Rarely,Rarely,Frequently,Sometimes,Frequently,Always,Frequently,Sometimes,Not at all,Not at all,Rarely,Frequently,8,No,No,No,No,No,No,No,No,No,No,Yes,No,No,??,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.703458053,43,4,2,Full time employment,6,More than half the days,Several days,Not at all,Several days
2713,25/05/2020 13:38,week 3,Female,Ch?bu,3,5,1, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Not at all,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Rarely,Rarely,Rarely,Always,Always,Frequently,Frequently,Not at all,Not at all,Sometimes,Sometimes,6,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.955350999,40,4,2,Full time employment,6,Several days,Several days,Several days,Several days
2714,25/05/2020 13:38,week 3,Female,Kansai,3,30,1, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Not at all,Always,Not at all,Frequently,Always,Always,Frequently,Always,Rarely,Rarely,Not at all,Not at all,Always,Sometimes,Not at all,Not at all,Sometimes,Sometimes,3,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.907377002,46,3,1,Part time employment,8,Not at all,Not at all,Not at all,Not at all
2715,25/05/2020 13:38,week 3,Male,Ky?sh?,3,20,2, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Rarely,Not at all,Sometimes,Sometimes,Frequently,Sometimes,Not at all,Not at all,Not at all,Sometimes,5,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.703458053,41,4,2,Full time employment,6,Several days,Prefer not to say,Not at all,Not at all
2716,25/05/2020 13:38,week 3,Male,Kansai,2,50,1, , , ,Not sure,Somewhat difficult,Somewhat willing,Always,Rarely,Rarely,Always,Rarely,Rarely,Always,Always,Not at all,Always,Frequently,Rarely,Rarely,Frequently,Sometimes,Rarely,Not at all,Frequently,Not at all,Rarely,0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,????,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.703458053,36,3,1,Full time employment,5,Several days,Several days,Several days,Several days
2717,25/05/2020 13:38,week 3,Male,Kant?,3,30,1, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Not at all,Always,Always,Frequently,Frequently,Frequently,Rarely,Always,Always,Always,Always,Always,Sometimes,Frequently,Not at all,Not at all,Not at all,Sometimes,10,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.668133137,50,4,2,Full time employment,4,Several days,Several days,Several days,Several days
2718,25/05/2020 13:38,week 3,Male,Kansai,1,0,1, , , ,Yes,Somewhat easy,Very willing,Frequently,Frequently,Rarely,Frequently,Always,Always,Always,Always, , ,Frequently,Rarely,Always,Always,Always,Frequently,Not at all,Always,Rarely,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.223801879,65,2,0,Retired,9,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
2719,25/05/2020 13:38,week 3,Male,Kansai,1,0,0, , , ,Yes,Very difficult,Somewhat willing,Always,Frequently,Sometimes,Always,Always,Always,Frequently,Always, , ,Always,Frequently,Always,Always,Always,Frequently,Always,Sometimes,Frequently,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.663986486,27,2,0,Full time student,6,Not at all,Not at all,Several days,Not at all
2720,25/05/2020 13:38,week 3,Female,Kant?,3,0,0, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Frequently,Always,Always,Frequently,Sometimes,Always, ,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Frequently,30, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.955350999,41,4,2,Not working,7,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
2721,25/05/2020 13:38,week 3,Female,Kansai,2,4,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Sometimes,Always,Always,Always,Sometimes,Frequently, ,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Rarely,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.901745527,34,3,2,Not working,9,Several days,Several days,Several days,Several days
2722,25/05/2020 13:38,week 3,Female,Ch?goku,0,0,2, , , ,No,Very difficult,Very willing,Always,Always,Not at all,Always,Always,Rarely,Sometimes,Always,Not at all, ,Not at all,Sometimes,Always,Always,Always,Rarely,Not at all,Rarely,Always,Rarely,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.907377002,52,4,0,Full time employment,8,Not at all,Not at all,Not at all,Not at all
2723,25/05/2020 13:38,week 3,Male,Ch?bu,2,15,3, , , ,Yes,Somewhat difficult,Very unwilling,Always,Frequently,Sometimes,Always,Always,Sometimes,Rarely,Always,Rarely, ,Always,Sometimes,Frequently,Frequently,Frequently,Rarely,Not at all,Always,Rarely,Rarely,2,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.223801879,59,3,0,Full time employment,8,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
2724,25/05/2020 13:38,week 3,Male,Ky?sh?,1,0,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Rarely,Frequently,Not at all,Always,Always,Frequently,Frequently,Sometimes, , ,Always,Frequently,Always,Always,Always,Frequently,Not at all,Always,Not at all,Rarely,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.663986486,33,2,0,Other,9,Several days,Several days,Several days,Several days
2725,25/05/2020 13:39,week 3,Male,T?hoku,2,10,1, , , ,Not sure,Very easy,Very willing,Always,Sometimes,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Always,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.223801879,66,4,2,Other,6,Several days,Several days,Several days,Several days
2726,25/05/2020 13:39,week 3,Male,Kansai,2,30,3, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Sometimes,Frequently,Always,Always,Sometimes,Always,Always,Not at all,Not at all,Always,Rarely,Rarely,Always,Always,Sometimes,Not at all,Frequently,Not at all,Sometimes,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.703458053,41,3,1,Full time employment,8,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
